,fruit,stage,nir_850,nir_940,R,G,B,temp_c,humidity_pct,voc_ppm
1865,banana,raw,0.5619,0.3939,186,236,85,15.05,88.31,0.9329
1866,banana,raw,0.5706,0.4012,186,234,87,11.89,88.99,1.1153
1867,banana,raw,0.5639,0.3958,194,231,82,15.15,88.34,1.3324
1868,banana,raw,0.5706,0.3851,191,234,81,12.46,87.38,1.1472
1869,banana,raw,0.5619,0.3952,192,234,80,13.76,87.01,1.1194
1870,banana,raw,0.5649,0.4006,192,234,91,12.36,87.61,1.4169
1871,banana,raw,0.5513,0.4052,186,237,89,13.53,90.65,1.1155
1872,banana,raw,0.5557,0.3843,184,239,93,15.21,86.94,1.2924
1873,banana,raw,0.5588,0.3869,183,235,76,14.94,87.92,1.1321
1874,banana,raw,0.5619,0.4035,188,231,78,15.84,86.03,1.2354
1875,banana,raw,0.5609,0.3965,192,242,80,12.23,88.94,1.0921
1876,banana,raw,0.5573,0.4022,183,242,86,12.0,86.22,1.152
1877,banana,raw,0.5605,0.3883,187,238,89,15.43,86.47,1.2878
1878,banana,raw,0.5582,0.3974,192,241,84,13.63,86.62,1.2904
1879,banana,raw,0.5599,0.3988,189,230,86,13.79,88.41,1.2171
1880,banana,raw,0.5582,0.3963,186,237,76,12.88,88.73,1.4187
1881,banana,raw,0.5655,0.4031,189,232,79,12.11,83.97,1.1626
1882,banana,raw,0.5617,0.388,190,231,79,14.09,90.05,1.2067
1883,banana,raw,0.563,0.4033,190,235,87,13.54,91.35,1.1671
1884,banana,raw,0.5557,0.3879,194,234,85,15.33,85.49,1.1122
1885,banana,raw,0.5644,0.3974,186,233,78,15.51,88.04,1.371
1886,banana,raw,0.5644,0.4006,194,232,87,12.57,91.51,1.0447
1887,banana,raw,0.5578,0.3956,188,237,85,13.57,87.63,1.5535
1888,banana,raw,0.5456,0.3937,191,225,78,12.25,88.1,1.2083
1889,banana,raw,0.5602,0.3911,195,228,79,14.43,86.97,1.2352
1890,banana,raw,0.5582,0.3971,193,230,84,13.42,87.23,1.1009
1891,banana,raw,0.5514,0.3994,185,239,86,15.89,87.85,1.3084
1892,banana,raw,0.5627,0.4056,184,230,81,12.31,86.31,1.2508
1893,banana,raw,0.5558,0.3975,189,237,87,15.46,89.01,1.3135
1894,banana,raw,0.5627,0.3967,190,236,82,13.5,87.5,1.2969
1895,banana,raw,0.5641,0.4039,187,235,77,11.81,89.31,1.248
1896,banana,raw,0.5629,0.396,189,231,80,13.37,86.56,1.1343
1897,banana,raw,0.5639,0.4035,196,226,87,14.02,89.77,1.0913
1898,banana,raw,0.5543,0.412,190,236,81,13.8,86.44,0.9492
1899,banana,raw,0.5618,0.3927,185,231,82,14.53,89.38,1.0099
1900,banana,raw,0.5648,0.4135,189,234,89,15.21,85.19,1.2665
1901,banana,raw,0.5659,0.3867,188,232,77,14.13,90.37,1.3154
1902,banana,raw,0.5734,0.3829,192,235,82,12.79,87.94,1.1364
1903,banana,raw,0.5546,0.3972,183,240,81,14.59,89.62,1.2299
1904,banana,raw,0.5637,0.4011,184,231,77,12.71,88.37,1.2731
1905,banana,raw,0.5522,0.4074,188,236,82,13.81,86.94,1.1403
1906,banana,raw,0.5613,0.4057,185,228,75,11.36,87.72,1.2412
1907,banana,raw,0.5575,0.399,193,232,81,13.81,88.94,1.1993
1908,banana,raw,0.5595,0.3977,191,235,83,11.19,88.08,1.4303
1909,banana,raw,0.556,0.3947,188,232,78,13.27,87.66,1.301
1910,banana,raw,0.5667,0.3943,191,234,80,11.64,87.63,1.3884
1911,banana,raw,0.5638,0.3813,190,235,86,14.98,87.14,1.1593
1912,banana,raw,0.5681,0.3898,179,236,79,13.87,90.99,1.2181
1913,banana,raw,0.5673,0.3996,184,232,80,14.82,87.97,1.6001
1914,banana,raw,0.5701,0.397,188,234,94,11.98,86.97,1.3983
1915,banana,raw,0.5651,0.3952,192,236,89,15.19,85.64,1.2623
1916,banana,raw,0.5549,0.404,186,239,95,12.81,88.01,1.403
1917,banana,raw,0.5564,0.4067,185,237,83,13.74,85.38,1.2152
1918,banana,raw,0.558,0.3971,189,226,87,12.62,88.86,1.0372
1919,banana,raw,0.5653,0.3936,197,233,91,15.29,88.03,0.985
1920,banana,raw,0.5637,0.3899,192,233,79,14.7,89.06,1.2197
1921,banana,raw,0.5591,0.3995,185,231,83,12.4,89.25,1.0739
1922,banana,raw,0.5653,0.3995,188,237,88,12.23,85.01,1.0774
1923,banana,raw,0.559,0.3907,191,233,87,13.32,89.99,1.0281
1924,banana,raw,0.5536,0.392,194,241,88,13.28,85.04,1.0902
1925,banana,raw,0.566,0.3988,187,232,87,15.71,86.11,1.3128
1926,banana,raw,0.5628,0.3985,194,238,80,11.71,86.28,1.2262
1927,banana,raw,0.5637,0.3909,191,238,94,12.76,85.71,1.4845
1928,banana,raw,0.5631,0.4014,188,242,86,11.97,86.92,1.2219
1929,banana,raw,0.5601,0.3868,186,231,85,13.28,89.02,1.3034
1930,banana,raw,0.5591,0.4005,186,242,93,12.11,87.84,1.1668
1931,banana,raw,0.5654,0.3861,189,241,86,11.86,86.66,1.065
1932,banana,raw,0.5613,0.389,182,232,90,13.72,88.54,1.2199
1933,banana,raw,0.5601,0.3901,182,236,74,14.43,87.01,1.453
1934,banana,raw,0.557,0.3905,184,229,77,14.48,90.42,1.3422
1935,banana,raw,0.5702,0.3958,185,237,82,14.51,91.69,1.3115
1936,banana,raw,0.5627,0.3964,188,236,83,15.48,89.0,1.3869
1937,banana,raw,0.5644,0.3974,189,238,83,12.76,87.59,1.1778
1938,banana,raw,0.5723,0.4113,190,231,86,13.79,88.19,0.9936
1939,banana,raw,0.5659,0.4006,194,234,82,15.14,87.1,1.2919
1940,banana,raw,0.5566,0.3919,191,229,83,11.83,85.15,1.1914
1941,banana,raw,0.5647,0.3962,194,236,83,14.43,90.68,0.9933
1942,banana,raw,0.5626,0.4107,186,239,76,12.21,91.15,1.1268
1943,banana,raw,0.5568,0.3933,195,221,80,14.78,88.08,1.1622
1944,banana,raw,0.5569,0.3838,190,228,85,14.63,88.88,1.0578
1945,banana,raw,0.5607,0.3976,193,231,89,12.87,84.14,1.3259
1946,banana,raw,0.5639,0.3922,184,237,83,15.79,89.13,1.2927
1947,banana,raw,0.5588,0.4001,196,229,88,15.32,86.41,1.1715
1948,banana,raw,0.553,0.4002,186,236,83,12.23,85.16,1.264
1949,banana,raw,0.5557,0.4013,190,236,81,12.79,89.13,1.208
1950,banana,raw,0.5618,0.4047,191,240,87,13.58,85.69,1.2022
1951,banana,raw,0.5543,0.3913,186,231,83,15.07,89.07,1.3651
1952,banana,raw,0.5607,0.3954,198,235,85,15.58,88.23,1.2903
1953,banana,raw,0.5666,0.4019,185,236,93,13.04,85.7,1.4139
1954,banana,raw,0.5571,0.3953,186,233,83,14.29,86.18,1.0508
1955,banana,raw,0.5683,0.3875,189,235,87,13.28,88.17,1.3964
1956,banana,raw,0.556,0.4014,188,240,83,12.21,89.38,1.2896
1957,banana,raw,0.5744,0.3979,198,232,84,13.19,89.19,1.4938
1958,banana,raw,0.5589,0.4002,187,236,85,13.09,88.82,1.1393
1959,banana,raw,0.5701,0.3838,184,237,82,14.56,87.24,1.4668
1960,banana,raw,0.5433,0.3974,198,237,79,13.98,86.66,1.0941
1961,banana,raw,0.5603,0.3938,185,232,84,15.92,86.84,1.4306
1962,banana,raw,0.5581,0.3908,187,232,85,14.78,89.21,0.948
1963,banana,raw,0.5493,0.3958,199,239,79,14.12,85.37,1.1106
1964,banana,raw,0.554,0.3894,192,235,81,12.7,84.96,1.475
1965,banana,raw,0.5598,0.403,183,240,81,13.36,85.73,1.0906
1966,banana,raw,0.5629,0.4011,186,236,90,14.52,85.19,1.3248
1967,banana,raw,0.5602,0.4076,186,237,81,13.71,86.47,1.2189
1968,banana,raw,0.5593,0.3991,189,237,78,15.19,87.86,1.2928
1969,banana,raw,0.5596,0.3886,193,235,88,13.94,87.18,1.2082
1970,banana,raw,0.5641,0.4028,193,237,84,16.31,87.74,1.2111
1971,banana,raw,0.5486,0.3877,190,236,73,12.94,89.65,1.2504
1972,banana,raw,0.5535,0.3938,186,232,81,12.6,88.81,1.0997
1973,banana,raw,0.5534,0.3905,189,231,85,12.91,86.4,1.4182
1974,banana,raw,0.5555,0.3895,190,239,79,15.27,86.36,1.3673
1975,banana,raw,0.5544,0.4049,189,234,86,14.09,88.8,1.1628
1976,banana,raw,0.551,0.4087,187,233,79,13.23,87.32,1.329
1977,banana,raw,0.5686,0.3929,182,241,85,14.99,87.87,1.3445
1978,banana,raw,0.5576,0.3942,190,235,86,16.7,88.47,1.3335
1979,banana,raw,0.5643,0.4014,195,230,87,14.0,85.09,1.3518
1980,banana,raw,0.5649,0.3902,192,238,91,15.55,88.46,1.5179
1981,banana,raw,0.5624,0.3887,189,222,86,15.55,89.34,1.1938
1982,banana,raw,0.5547,0.3967,191,230,87,14.48,85.12,1.0602
1983,banana,raw,0.5654,0.3936,190,234,83,16.35,86.58,1.2355
1984,banana,raw,0.5549,0.3931,190,237,77,13.4,87.85,1.1761
1985,banana,raw,0.5632,0.3812,196,234,91,13.27,86.45,1.1639
1986,banana,raw,0.5546,0.39,189,232,86,16.83,87.17,1.1388
1987,banana,raw,0.5505,0.395,185,236,89,14.27,85.58,1.1183
1988,banana,raw,0.5552,0.3945,193,233,84,15.81,85.97,1.038
1989,banana,raw,0.5593,0.3883,183,244,81,15.62,87.56,1.2118
1990,banana,raw,0.5611,0.3932,195,232,84,12.77,84.85,1.2417
1991,banana,raw,0.5591,0.3981,188,230,91,15.82,88.18,1.1189
1992,banana,raw,0.5535,0.4013,195,242,83,16.07,90.0,1.2695
1993,banana,raw,0.5521,0.3904,191,235,81,14.83,88.27,0.9788
1994,banana,raw,0.5502,0.4004,184,238,80,12.72,90.45,1.1536
1995,banana,raw,0.5692,0.3911,184,232,78,15.06,89.26,1.4727
1996,banana,raw,0.5476,0.389,191,232,84,16.08,89.33,1.2423
1997,banana,raw,0.561,0.3857,188,239,85,16.37,84.88,0.9989
1998,banana,raw,0.5615,0.3877,192,236,87,14.95,85.75,1.3134
1999,banana,raw,0.5615,0.3877,188,232,84,16.41,88.9,1.1013
2000,banana,fresh,0.5783,0.4088,217,211,71,14.01,88.09,2.0623
2001,banana,fresh,0.5932,0.4111,221,210,78,12.81,87.26,2.3264
2002,banana,fresh,0.5883,0.4058,214,215,80,14.83,86.83,2.262
2003,banana,fresh,0.5748,0.4068,214,207,75,13.53,87.36,1.8672
2004,banana,fresh,0.5798,0.4058,222,212,83,14.6,88.64,1.8191
2005,banana,fresh,0.5839,0.401,220,204,82,14.9,87.27,2.1293
2006,banana,fresh,0.5826,0.3945,215,211,83,14.62,87.67,2.3498
2007,banana,fresh,0.5716,0.4192,226,211,69,13.8,86.07,1.9581
2008,banana,fresh,0.5834,0.4023,219,211,80,14.61,87.04,2.1863
2009,banana,fresh,0.574,0.4033,219,211,84,13.51,87.86,2.0213
2010,banana,fresh,0.5806,0.4141,217,211,84,14.57,86.19,1.6957
2011,banana,fresh,0.575,0.4031,217,205,83,15.05,89.14,2.095
2012,banana,fresh,0.5832,0.419,218,210,82,13.59,85.99,2.251
2013,banana,fresh,0.5831,0.4097,217,210,77,14.57,86.06,2.0362
2014,banana,fresh,0.5849,0.4068,219,208,81,13.98,87.32,2.2544
2015,banana,fresh,0.5801,0.4216,219,210,72,14.08,88.57,2.0512
2016,banana,fresh,0.5748,0.4099,221,203,76,14.72,85.59,1.8383
2017,banana,fresh,0.5789,0.4069,218,213,79,13.63,85.83,2.2475
2018,banana,fresh,0.5902,0.4108,223,209,82,13.23,85.2,1.9766
2019,banana,fresh,0.5884,0.4121,213,211,78,13.72,85.31,2.5013
2020,banana,fresh,0.5779,0.4179,225,205,85,13.16,84.6,1.8086
2021,banana,fresh,0.5892,0.4029,213,210,85,13.85,89.21,2.269
2022,banana,fresh,0.5781,0.4002,224,209,76,14.8,89.43,2.3008
2023,banana,fresh,0.5816,0.4085,216,205,76,14.72,88.11,2.1226
2024,banana,fresh,0.5823,0.4138,229,213,83,13.61,85.96,1.8273
2025,banana,fresh,0.5749,0.4029,211,208,79,13.65,86.31,2.2672
2026,banana,fresh,0.5799,0.4214,221,206,78,15.55,89.46,1.8476
2027,banana,fresh,0.5809,0.3983,225,211,83,13.84,88.17,1.8878
2028,banana,fresh,0.5769,0.416,218,204,87,15.41,86.27,2.0778
2029,banana,fresh,0.5906,0.4111,216,209,81,15.01,84.33,1.8696
2030,banana,fresh,0.5859,0.414,224,213,76,14.17,86.64,2.2468
2031,banana,fresh,0.5825,0.4183,215,205,74,14.2,85.05,1.9888
2032,banana,fresh,0.5797,0.4042,221,211,77,15.44,88.72,1.9397
2033,banana,fresh,0.5759,0.4138,216,211,81,14.32,88.26,1.748
2034,banana,fresh,0.571,0.4111,218,214,81,14.82,86.79,1.8977
2035,banana,fresh,0.5845,0.4097,220,212,90,14.21,88.72,1.8451
2036,banana,fresh,0.5866,0.4089,224,211,77,14.71,85.08,2.0637
2037,banana,fresh,0.5867,0.4101,227,208,79,16.04,86.11,2.1008
2038,banana,fresh,0.5687,0.4094,217,208,85,15.09,84.18,1.9803
2039,banana,fresh,0.5813,0.4157,223,205,76,15.46,87.86,2.2222
2040,banana,fresh,0.5826,0.414,223,215,83,13.93,86.66,2.0306
2041,banana,fresh,0.5883,0.4045,219,208,87,14.58,86.01,1.9912
2042,banana,fresh,0.5661,0.4062,220,207,82,14.87,84.78,2.0397
2043,banana,fresh,0.5891,0.4109,216,215,83,14.64,88.01,1.9146
2044,banana,fresh,0.5821,0.4099,218,208,87,14.49,86.7,2.1707
2045,banana,fresh,0.586,0.4031,220,203,89,14.89,87.45,2.2364
2046,banana,fresh,0.57,0.4167,218,220,86,14.2,84.32,1.9705
2047,banana,fresh,0.5812,0.4166,224,210,86,14.22,85.66,1.795
2048,banana,fresh,0.5729,0.4028,216,213,87,15.5,87.0,2.0354
2049,banana,fresh,0.5842,0.4163,214,210,79,14.17,88.96,2.2319
2050,banana,fresh,0.5781,0.412,225,206,83,13.69,84.44,1.7576
2051,banana,fresh,0.5795,0.4068,222,204,77,14.9,85.72,2.2848
2052,banana,fresh,0.5784,0.4046,220,211,81,14.87,88.48,1.6163
2053,banana,fresh,0.585,0.417,220,210,78,15.14,85.32,2.1882
2054,banana,fresh,0.5887,0.4278,219,209,88,13.94,84.3,2.1606
2055,banana,fresh,0.5797,0.4083,219,204,74,15.23,85.33,1.9394
2056,banana,fresh,0.591,0.4119,220,207,93,14.39,85.78,2.0617
2057,banana,fresh,0.5779,0.4099,223,210,79,14.35,85.05,1.8264
2058,banana,fresh,0.5759,0.4198,216,213,82,13.94,88.07,1.8502
2059,banana,fresh,0.5765,0.4077,220,208,77,13.73,89.7,2.0209
2060,banana,fresh,0.5784,0.4093,219,204,89,14.81,84.43,1.7672
2061,banana,fresh,0.5857,0.4061,223,213,79,14.2,86.13,2.1928
2062,banana,fresh,0.5891,0.4056,223,209,80,14.74,89.42,2.3843
2063,banana,fresh,0.5831,0.4187,221,202,87,14.14,86.51,1.7916
2064,banana,fresh,0.5811,0.4096,221,202,77,14.89,84.19,1.9963
2065,banana,fresh,0.5792,0.4119,225,210,84,14.62,85.32,1.8723
2066,banana,fresh,0.5791,0.4018,221,207,78,13.4,83.41,2.2119
2067,banana,fresh,0.577,0.4095,218,212,77,15.2,89.14,2.5759
2068,banana,fresh,0.5754,0.4097,222,205,84,14.92,86.56,1.7533
2069,banana,fresh,0.575,0.4027,221,205,81,13.99,85.54,2.3782
2070,banana,fresh,0.5819,0.4161,216,209,75,14.68,87.27,2.0964
2071,banana,fresh,0.5825,0.4121,218,216,78,14.83,89.5,1.8435
2072,banana,fresh,0.5698,0.4058,218,212,79,13.09,86.88,1.9835
2073,banana,fresh,0.5897,0.408,216,210,79,14.67,89.35,1.858
2074,banana,fresh,0.5726,0.4163,218,209,78,13.06,86.83,2.0212
2075,banana,fresh,0.5714,0.4075,214,203,76,14.17,89.31,1.8099
2076,banana,fresh,0.5734,0.4159,217,211,80,13.1,85.14,2.0222
2077,banana,fresh,0.5702,0.4066,223,210,78,14.82,86.42,1.9561
2078,banana,fresh,0.5744,0.4151,224,212,83,13.12,87.37,2.1105
2079,banana,fresh,0.5753,0.4036,221,209,82,13.24,85.8,2.0383
2080,banana,fresh,0.5782,0.4176,219,209,79,14.2,89.52,2.1373
2081,banana,fresh,0.5846,0.4097,223,196,80,14.41,88.5,1.8152
2082,banana,fresh,0.5881,0.415,223,213,78,13.23,86.35,2.0525
2083,banana,fresh,0.5681,0.4094,220,211,76,12.9,90.62,2.238
2084,banana,fresh,0.5716,0.408,217,209,89,12.7,85.92,2.0911
2085,banana,fresh,0.5755,0.4076,220,211,82,13.33,89.22,1.9261
2086,banana,fresh,0.5761,0.4115,222,214,69,14.28,84.58,1.8373
2087,banana,fresh,0.5786,0.4065,223,210,76,13.42,89.83,2.1659
2088,banana,fresh,0.5833,0.4015,221,208,77,14.13,89.91,2.1926
2089,banana,fresh,0.5785,0.4141,221,212,79,13.75,84.7,1.9254
2090,banana,fresh,0.5783,0.4149,224,206,78,13.94,89.73,1.9068
2091,banana,fresh,0.578,0.4186,216,205,83,13.26,86.85,1.9303
2092,banana,fresh,0.576,0.4141,222,207,74,12.86,86.06,1.9337
2093,banana,fresh,0.5865,0.4193,220,208,71,14.71,86.0,1.9967
2094,banana,fresh,0.588,0.4162,219,215,76,14.63,90.97,1.8971
2095,banana,fresh,0.5843,0.4126,219,212,74,13.7,89.72,2.2341
2096,banana,fresh,0.5733,0.4104,220,215,80,13.15,88.61,1.9409
2097,banana,fresh,0.5821,0.413,215,209,84,14.32,88.75,1.8306
2098,banana,fresh,0.5808,0.409,219,204,83,13.89,86.55,2.2354
2099,banana,fresh,0.5834,0.4025,211,209,85,12.73,89.38,2.1859
2100,banana,fresh,0.5749,0.41,218,210,78,12.64,87.47,1.7756
2101,banana,fresh,0.5794,0.4092,230,209,84,13.26,86.74,1.9775
2102,banana,fresh,0.5804,0.4047,223,202,80,13.29,84.71,2.014
2103,banana,fresh,0.5802,0.4065,215,215,81,13.25,87.43,1.9592
2104,banana,fresh,0.5794,0.4047,218,212,81,13.2,87.67,1.9677
2105,banana,fresh,0.578,0.4047,228,217,80,12.12,90.31,2.2748
2106,banana,fresh,0.576,0.4242,215,208,88,13.14,86.89,1.7958
2107,banana,fresh,0.5904,0.4142,218,205,80,12.82,90.41,2.0956
2108,banana,fresh,0.578,0.4138,219,205,77,12.85,87.87,2.0245
2109,banana,fresh,0.5868,0.4134,224,214,86,14.27,87.58,1.873
2110,banana,fresh,0.5817,0.4122,220,210,80,14.04,84.81,2.1069
2111,banana,fresh,0.5756,0.4175,226,208,73,12.55,84.66,2.0772
2112,banana,fresh,0.5881,0.4014,214,208,80,14.39,86.78,1.6402
2113,banana,fresh,0.5795,0.4175,218,212,83,14.66,87.85,2.0752
2114,banana,fresh,0.5753,0.4045,221,208,82,13.9,88.93,1.9797
2115,banana,fresh,0.5779,0.3975,222,207,75,13.47,87.87,1.848
2116,banana,fresh,0.5751,0.4142,223,213,70,13.27,86.22,2.2815
2117,banana,fresh,0.5734,0.3981,223,205,77,12.2,88.76,1.8569
2118,banana,fresh,0.5629,0.4071,217,212,75,13.88,90.83,2.1146
2119,banana,fresh,0.5746,0.4053,220,211,86,12.57,89.07,1.935
2120,banana,fresh,0.5814,0.4165,225,213,82,14.08,89.04,1.9519
2121,banana,fresh,0.5826,0.4194,213,207,75,13.68,86.81,2.0633
2122,banana,fresh,0.5874,0.4076,224,211,82,13.73,88.44,2.1156
2123,banana,fresh,0.598,0.4133,222,210,83,13.44,89.8,2.2057
2124,banana,fresh,0.5823,0.4111,219,211,82,14.06,88.81,2.2274
2125,banana,fresh,0.59,0.4167,218,217,79,12.95,90.57,1.9759
2126,banana,fresh,0.5758,0.4114,227,208,85,14.04,84.41,2.0613
2127,banana,fresh,0.5869,0.4154,221,210,77,13.82,84.26,1.7747
2128,banana,fresh,0.5693,0.4111,214,214,82,14.0,88.09,1.9663
2129,banana,fresh,0.5782,0.4084,221,215,77,14.25,89.69,2.0724
2130,banana,fresh,0.5869,0.3998,220,214,82,13.15,84.54,1.8883
2131,banana,fresh,0.5829,0.4037,222,211,75,13.33,89.59,1.8966
2132,banana,fresh,0.5846,0.4038,213,208,85,13.76,88.14,1.8429
2133,banana,fresh,0.5849,0.4117,219,203,82,14.07,86.56,1.962
2134,banana,fresh,0.5843,0.4102,219,214,85,13.64,89.36,1.938
2135,banana,fresh,0.5853,0.4071,220,206,78,14.53,87.68,1.8833
2136,banana,fresh,0.5818,0.41,215,209,76,13.25,85.63,1.9933
2137,banana,fresh,0.5831,0.4021,222,207,75,13.41,84.93,1.8753
2138,banana,fresh,0.5871,0.4197,224,210,81,13.85,88.34,1.803
2139,banana,fresh,0.5802,0.405,215,205,83,14.75,88.79,1.9666
2140,banana,fresh,0.5737,0.4082,221,212,84,14.56,89.33,1.9511
2141,banana,fresh,0.5734,0.4008,224,216,79,14.16,85.63,1.8075
2142,banana,fresh,0.5756,0.4011,213,206,78,14.02,90.16,2.0973
2143,banana,fresh,0.5873,0.4083,220,210,73,14.36,88.7,2.3711
2144,banana,fresh,0.5798,0.4063,218,204,80,14.35,85.81,1.9785
2145,banana,fresh,0.578,0.4026,215,207,80,14.1,88.17,2.423
2146,banana,fresh,0.5712,0.4111,217,216,78,14.76,90.67,1.8924
2147,banana,fresh,0.575,0.4061,218,208,85,15.01,88.44,1.941
2148,banana,fresh,0.5773,0.4161,220,208,75,14.95,85.65,1.9933
2149,banana,fresh,0.5902,0.4188,217,206,78,15.2,87.76,2.2085
2150,banana,fresh,0.5826,0.4146,217,212,79,14.21,88.23,2.3081
2151,banana,fresh,0.5866,0.402,221,202,84,13.68,85.65,2.2175
2152,banana,fresh,0.5843,0.4173,221,208,82,13.61,86.83,2.0774
2153,banana,fresh,0.5816,0.3986,214,211,73,13.88,88.39,2.2654
2154,banana,fresh,0.5713,0.4178,215,206,85,15.19,87.27,2.151
2155,banana,fresh,0.5738,0.4038,219,214,83,14.01,87.03,2.0309
2156,banana,fresh,0.5847,0.4127,225,212,77,13.99,84.68,1.594
2157,banana,fresh,0.5877,0.4181,219,212,76,15.36,86.07,1.9617
2158,banana,fresh,0.588,0.4094,226,211,84,14.79,87.01,2.2893
2159,banana,fresh,0.5806,0.4068,225,209,82,14.63,85.68,1.8703
2160,banana,fresh,0.5898,0.4167,221,206,76,15.12,86.13,1.9155
2161,banana,fresh,0.5712,0.4198,221,207,74,15.57,88.45,2.3355
2162,banana,fresh,0.5768,0.4041,219,201,73,14.87,89.28,1.906
2163,banana,fresh,0.5825,0.4087,225,206,76,15.04,88.57,2.4224
2164,banana,fresh,0.5757,0.4139,213,213,78,14.9,86.94,2.0315
2165,banana,fresh,0.5848,0.4202,222,209,83,14.47,88.17,2.084
2166,banana,fresh,0.5868,0.4148,220,205,79,14.03,84.54,2.0729
2167,banana,fresh,0.5746,0.4153,217,207,78,14.95,83.71,1.8756
2168,banana,fresh,0.5782,0.4026,219,204,75,15.66,88.36,2.0091
2169,banana,fresh,0.5797,0.4059,218,217,84,13.93,86.26,2.0582
2170,banana,fresh,0.583,0.4084,219,207,79,14.65,87.39,1.8534
2171,banana,fresh,0.5856,0.4077,216,210,68,13.8,87.87,1.8001
2172,banana,fresh,0.5839,0.4166,210,205,88,15.86,87.75,2.1107
2173,banana,fresh,0.5758,0.4019,223,209,82,14.82,85.44,2.3766
2174,banana,fresh,0.577,0.4072,222,211,84,13.51,87.48,2.0369
2175,banana,fresh,0.5815,0.4035,213,207,80,14.98,89.67,1.7866
2176,banana,fresh,0.5726,0.4107,218,212,83,15.33,89.06,2.0298
2177,banana,fresh,0.5842,0.4181,222,214,82,13.94,88.3,2.0906
2178,banana,fresh,0.5763,0.4124,221,211,81,14.92,84.79,1.7698
2179,banana,fresh,0.5805,0.4216,216,203,79,13.99,84.92,2.0216
2180,banana,fresh,0.5747,0.413,225,215,78,14.54,89.5,2.4897
2181,banana,fresh,0.5803,0.3978,223,212,83,15.42,88.03,1.7358
2182,banana,fresh,0.5854,0.4267,222,206,74,15.73,85.78,1.9738
2183,banana,fresh,0.5765,0.4113,219,213,76,14.15,87.99,2.2267
2184,banana,fresh,0.5866,0.4109,213,217,80,14.65,86.62,1.8603
2185,banana,fresh,0.5774,0.4131,223,205,82,14.25,89.16,2.1819
2186,banana,fresh,0.583,0.4162,225,206,73,13.92,88.19,2.1776
2187,banana,fresh,0.5819,0.4196,215,207,80,13.82,85.92,1.9204
2188,banana,fresh,0.5747,0.4043,218,216,77,14.09,85.04,2.1401
2189,banana,fresh,0.58,0.3981,214,212,71,13.78,88.1,2.2466
2190,banana,fresh,0.5803,0.4012,218,213,79,14.25,89.14,2.3594
2191,banana,fresh,0.5838,0.4177,218,211,83,14.25,83.91,2.0044
2192,banana,fresh,0.5837,0.4192,223,208,75,14.89,88.62,1.9503
2193,banana,fresh,0.5873,0.4242,208,208,83,14.83,88.26,1.8472
2194,banana,fresh,0.5827,0.4157,221,208,88,14.0,88.81,1.5866
2195,banana,fresh,0.5854,0.4119,222,207,76,14.34,85.52,2.4594
2196,banana,fresh,0.5858,0.406,218,207,84,13.2,88.3,1.8821
2197,banana,fresh,0.5689,0.4117,221,209,75,13.94,86.15,1.8891
2198,banana,fresh,0.5774,0.4227,218,205,77,14.21,86.81,1.9176
2199,banana,fresh,0.5798,0.4058,214,207,84,14.28,84.51,1.8148
2200,banana,spoiled,0.6167,0.4341,160,145,60,14.13,83.91,7.1289
2201,banana,spoiled,0.6178,0.4464,165,150,68,11.68,82.26,7.9082
2202,banana,spoiled,0.6161,0.4458,175,155,58,12.53,83.9,8.9791
2203,banana,spoiled,0.6148,0.4376,166,142,63,15.16,83.39,6.6941
2204,banana,spoiled,0.6232,0.4495,167,149,62,16.14,80.72,7.2839
2205,banana,spoiled,0.6142,0.4293,171,150,63,12.98,84.02,7.1149
2206,banana,spoiled,0.6118,0.4434,170,149,59,13.52,82.98,8.3938
2207,banana,spoiled,0.6264,0.4361,170,146,60,15.01,83.82,7.1265
2208,banana,spoiled,0.6221,0.4491,165,150,55,15.13,79.72,10.5419
2209,banana,spoiled,0.6123,0.4312,172,152,62,15.64,82.43,7.3158
2210,banana,spoiled,0.6296,0.4374,170,149,61,12.62,84.76,7.1477
2211,banana,spoiled,0.6226,0.4403,166,149,56,16.31,82.56,8.8347
2212,banana,spoiled,0.6204,0.4324,176,143,62,14.64,84.65,8.4634
2213,banana,spoiled,0.6158,0.4395,171,150,55,13.36,83.35,8.181
2214,banana,spoiled,0.6158,0.4493,168,150,54,13.4,79.07,8.6852
2215,banana,spoiled,0.6177,0.4431,170,152,63,14.87,81.45,7.9093
2216,banana,spoiled,0.625,0.4393,171,153,54,16.62,84.69,8.0853
2217,banana,spoiled,0.6204,0.4299,167,142,63,16.15,81.97,7.7142
2218,banana,spoiled,0.6267,0.4404,175,146,62,15.78,80.85,8.0921
2219,banana,spoiled,0.6155,0.4392,171,159,63,12.29,79.4,7.136
2220,banana,spoiled,0.6145,0.4464,160,148,58,13.89,80.01,9.9362
2221,banana,spoiled,0.6203,0.4564,167,148,69,16.23,82.54,6.4893
2222,banana,spoiled,0.6144,0.4424,170,144,61,16.45,81.57,6.6022
2223,banana,spoiled,0.617,0.4482,165,147,56,13.5,82.95,7.4518
2224,banana,spoiled,0.6222,0.4371,174,160,57,15.33,82.32,8.6607
2225,banana,spoiled,0.6165,0.4417,162,150,63,17.06,81.48,7.5008
2226,banana,spoiled,0.6255,0.4463,169,147,52,13.54,80.76,9.2992
2227,banana,spoiled,0.6241,0.4408,175,154,60,15.73,84.33,8.9905
